rank,title,url,organization,relevance_score,spatial_score,name_match_score,thematic_score,usability_score,matched_places,matched_themes,formats,zurich_relevant,description
68,REFPU Domaine Public (surface),https://opendata.swiss/en/dataset/refpu-domaine-public-surface,Canton de Genève,47.31,30.0,10.0,81.25,100.0,genève,"coworking, tourism_heritage, transport, urban_planning","API, WFS",False,Le référentiel des projets urbains (RefPU) est la version numérique des plans d'affectations produits par l'autorité compétente en matière d'aménagement du territoire du canton de Genève. Pour l'heure
69,REFPU Domaine Public Adopté (Surface),https://opendata.swiss/en/dataset/refpu-domaine-public-adopte-surface,Canton de Genève,47.31,30.0,10.0,81.25,100.0,genève,"coworking, tourism_heritage, transport, urban_planning","API, WFS",False,Le référentiel des projets urbains (RefPU) est la version numérique des plans d'affectations produits par l'autorité compétente en matière d'aménagement du territoire du canton de Genève. Pour l'heure
70,Refpu désaffectation domaine public (surface),https://opendata.swiss/en/dataset/refpu-desaffectation-domaine-public-surface,Canton de Genève,47.31,30.0,10.0,81.25,100.0,genève,"coworking, tourism_heritage, transport, urban_planning","API, WFS",False,Le référentiel des projets urbains (RefPU) est la version numérique des plans d'affectations produits par l'autorité compétente en matière d'aménagement du territoire du canton de Genève. Pour l'heure
71,Atlas des tarifs de recharge Swiss eMobility,https://opendata.swiss/en/dataset/ladepreiskarte-swiss-emobility,Swiss eMobility,47.31,30.0,10.0,81.25,100.0,les membres,"energy, transport",JSON,False,Combien coûte la recharge d'un véhicule électrique chez les différents fournisseurs de bornes de recharge ? La carte des prix de recharge indique tous les prix de recharge des membres de Swiss eMobili
72,Refpu aire implantation stationnement (point),https://opendata.swiss/en/dataset/refpu-aire-implantation-stationnement-point,Canton de Genève,47.31,30.0,10.0,81.25,100.0,genève,"coworking, tourism_heritage, transport, urban_planning","API, WFS",False,Le référentiel des projets urbains (RefPU) est la version numérique des plans d'affectations produits par l'autorité compétente en matière d'aménagement du territoire du canton de Genève. Pour l'heure
73,Indice d'écopotentialité urbaine par zone d'aménagement simplifié,https://opendata.swiss/en/dataset/indice-decopotentialite-urbaine-par-zone-damenagement-simplifie1,Canton de Genève,47.31,30.0,10.0,81.25,100.0,genève,"public_space, transport, urban_planning","API, SERVICE, WFS",False,L'indice d'écopotentialité urbaine permet d'évaluer le degré potentiel de biodiversité d'un territoire. Il est constitué de 8 indicateurs et mesure la capacité d'accueil en biodiversité d'un milieu ur
74,Refpu aire implantation stationnement (surface),https://opendata.swiss/en/dataset/refpu-aire-implantation-stationnement-surface,Canton de Genève,47.31,30.0,10.0,81.25,100.0,genève,"coworking, tourism_heritage, transport, urban_planning","API, WFS",False,Le référentiel des projets urbains (RefPU) est la version numérique des plans d'affectations produits par l'autorité compétente en matière d'aménagement du territoire du canton de Genève. Pour l'heure
75,Refpu aire implantation stationnement adopte (surface),https://opendata.swiss/en/dataset/refpu-aire-implantation-stationnement-adopte-surface,Canton de Genève,47.31,30.0,10.0,81.25,100.0,genève,"coworking, tourism_heritage, transport, urban_planning","API, WFS",False,Le référentiel des projets urbains (RefPU) est la version numérique des plans d'affectations produits par l'autorité compétente en matière d'aménagement du territoire du canton de Genève. Pour l'heure
76,"Potentiel solaire - Type de surface de base (toiture, couvert, parking)",https://opendata.swiss/en/dataset/potentiel-solaire-type-de-surface-de-base-toiture-couvert-parking1,Canton de Genève,47.19,30.0,20.0,68.75,100.0,"genève, nyon","energy, public_space, transport","API, SERVICE, WFS",False,"Produit secondaire Cette couche ne contient pas de valeur d'irradiations, mais des typologies de surface de base sur lesquelles des valeurs d'irradiations et de production énergétique sont calculées. "
77,Potentiel solaire - Irradiation brute par surface utile (y compris couvert et parking),https://opendata.swiss/en/dataset/potentiel-solaire-irradiation-brute-par-surface-utile-y-compris-couvert-et-parking,Canton de Genève,47.19,30.0,20.0,68.75,100.0,"genève, nyon","energy, public_space, transport","API, WFS",False,"Cette couche comprend les surfaces utiles où l'irradiation solaire brute annuelle dépasse 1000 kWh/m2.an. Elle est élaborée à l'échelle du Grand Genève qui englobe le Canton de Genève, le District de "
78,Sites prioritaires pour la faune,https://opendata.swiss/en/dataset/sites-prioritaires-pour-la-faune,Canton de Genève,47.19,30.0,20.0,68.75,100.0,"genève, la prise","coworking, population, urban_planning","API, WFS",False,La couche « Sites prioritaires pour la faune » recense les principaux sites connus du canton de Genève où vivent des espèces animales menacées ou remarquables. Elle a pour objectif de faciliter la pri
79,Atlas des vents de la Suisse: Fréquence du givrage météorologique à 100 m du sol,https://opendata.swiss/en/dataset/windatlas-schweiz-haufigkeit-meteorologischer-vereisung-in-100-m-hohe-uber-grund,Office fédéral de l'énergie OFEN,47.19,30.0,20.0,68.75,100.0,"les pales, préalpes","energy, noise_environment, transport","API, GEOTIFF, SERVICE, WMS, WMTS",False,"En Suisse, les zones propices à l’exploitation de l’énergie éolienne se trouvent notamment sur les hauteurs du Jura, dans les Apes et les Préalpes, soit des régions où la température demeure régulière"
80,Installations éoliennes,https://opendata.swiss/en/dataset/windenergieanlagen,Office fédéral de l'énergie OFEN,47.19,30.0,20.0,68.75,100.0,"au mont, la ferme","energy, public_space, transport","API, CSV, GPKG, HTML, INTERLIS, SERVICE, WMS, WMTS",False,Les installations éoliennes utilisent l’énergie cinétique des masses d’air qui se déplacent pour faire tourner des hélices. L’énergie mécanique ainsi générée est ensuite transformée en énergie électri
81,Nombre de trains sur les tronçons des réseaux ferroviaires,https://opendata.swiss/en/dataset/anzahl-zuge-auf-den-abschnitten-der-eisenbahnstreckennetze,Secrétariat des tâches du système d’information à la clientèle (CFF SA),45.88,30.0,0.0,87.5,100.0,,"safety, transport, urban_planning",XLS,False,"L’ensemble de données comprend les sections des réseaux ferroviaires des gestionnaires d’infrastructure suivants:  -	BLS Netz AG (BLS)  -	DB Netz AG (DB)  -	Hafenbahnen Schweiz AG (HBS, HBL)  -	CFF SA"
82,Bike and Car Parking,https://opendata.swiss/en/dataset/bike-and-car-parking,Secrétariat des tâches du système d’information à la clientèle (CFF SA),45.88,30.0,0.0,87.5,100.0,,"public_space, transport",JSON,False,"Données regroupées sur les places de stationnement pour vélos et voitures des CFF et d’autres compagnies ferroviaires, issues du système CFF P+Rail (P+Rail). Depuis le 24 novembre 2025, le jeu de donn"
83,Park & Rail - Installations de garage,https://opendata.swiss/en/dataset/park-rail,Secrétariat des tâches du système d’information à la clientèle (CFF SA),45.88,30.0,0.0,87.5,100.0,,"public_space, transport",JSON,False,**IMPORTANT: Ce jeu de données sera supprimé le 30 juin 2026. Veuillez utiliser la nouvelle version du jeu de données disponible sur**  https://data.opentransportdata.swiss/dataset/bike-and-car-parkin
84,Mobilité douce - la Suisse en rollers,https://opendata.swiss/en/dataset/langsamverkehr-skatingland-schweiz,Office fédéral des routes OFROU,45.88,30.0,0.0,87.5,100.0,,"coworking, tourism_heritage, transport, urban_planning","API, HTML, SERVICE, WMS, WMTS",False,"""La Suisse en rollers "" fait partie de SuisseMobile et comprends les itinéraires nationaux, régionaux et locaux pour rollers en Suisse et au Liechtenstein. Ce jeu de donnée est publié en tant que part"
85,,https://opendata.swiss/en/dataset/veloparkierungsanlagen-emmen,Gemeinde Emmen,45.88,30.0,0.0,87.5,100.0,,"public_space, transport",WMS,False,
86,"Fermetures / Déviations ""La Suisse à vélo""",https://opendata.swiss/en/dataset/sperrungen-umleitungen-veloland,Office fédéral des routes OFROU,45.88,30.0,0.0,87.5,100.0,,"coworking, tourism_heritage, transport","API, SERVICE, WMS",False,"Le jeu de données contient les fermetures et les déviations sur le réseau de «La Suisse à vélo» de la Suisse et de la Principauté du Liechtenstein, qui ont été communiquées à SuisseMobile. Il complète"
87,Halte: services accessoires,https://opendata.swiss/en/dataset/haltestelle-nebenbetriebe,Chemins de fer fédéraux suisses CFF,45.88,30.0,0.0,87.5,100.0,,"coworking, population, tourism_heritage, transport","CSV, GPX, JSON, JSON-LD, KML, N3, OCTET, PARQUET, RDF TURTLE, RDF XML, TXT, XLS, ZIP",False,"Liste des autres commerces (kiosque, boulangerie, office de tourisme) dans les gares CFF."
88,"Températures maximales journalières moyennes de l’air en juillet, période 1961-1990",https://opendata.swiss/en/dataset/mittlere-hochstwerte-des-tagesganges-der-lufttemperatur-im-juli-periode-1961-1990,Office fédéral de l'environnement OFEV,45.88,30.0,0.0,87.5,100.0,,"energy, noise_environment, transport","HTML, SERVICE, WMS, WMTS",False,Beschreibung (fr) Les valeurs utilisées pour effectuer le calcul sur toute la surface sont celles enregistrées par les stations de mesure MétéoSuisse entre 1961 et 1990. Par température journalière de
89,Cadastre des sites pollués,https://opendata.swiss/en/dataset/kataster-der-belasteten-standorte,Canton du Valais - CC GEO,45.88,30.0,0.0,87.5,100.0,,"coworking, noise_environment, public_space, urban_planning","API, SERVICE, WMS",False,"Le cadastre des sites pollués du canton de Valais établi selon les dispositions de l'ordonnance fédérale du 26 août 1998 sur l'assainissement des sites pollués (OSites), comprend les emplacements d’un"
90,Stations de recharge pour voitures électriques,https://opendata.swiss/en/dataset/ladestationen-fuer-elektroautos,Office fédéral de l'énergie OFEN,45.88,30.0,0.0,87.5,100.0,,"energy, noise_environment, transport",JSON,False,"La mobilité électrique constitue une technologie clé pour une mobilité plus durable, contribuant à la réalisation des objectifs ambitieux définis en matière de politique énergétique et climatique. Les"
91,Voies cyclables principales,https://opendata.swiss/en/dataset/hauptvelowege,Canton du Valais - CC GEO,45.75,30.0,10.0,75.0,100.0,bouveret,"tourism_heritage, transport","API, SERVICE, WMS",False,Voies cyclables principales de responsabilité cantonale dont l'itinéraire cycliste nationale entre Gletsch et le Bouveret
92,Equipements et espaces publics,https://opendata.swiss/en/dataset/equipements-et-espaces-publics1,Canton de Genève,45.75,30.0,10.0,75.0,100.0,genève,"coworking, public_space, transport, urban_planning","API, SERVICE, WFS",False,Le service de l'observation du territoire de l'office de l'urbanisme (DT) publie les géodonnées relatives aux espaces publics et aux équipements publics du canton. Ces nouvelles géodonnées remplacent 
93,Places de parking pour handicapés,https://opendata.swiss/en/dataset/places-de-parking-pour-handicapes1,Canton de Genève,45.75,30.0,10.0,75.0,100.0,genève,"public_space, transport, urban_planning","API, SERVICE, WFS",False,"La couche des cases sur la voie publique réservées aux personnes handicapées recense les places disponibles sur la voie publique. En fonction de l'accès au véhicule et dans la mesure du possible, les "
94,Cadastre des événements d'inondation ponctuelle,https://opendata.swiss/en/dataset/cadastre-des-evenements-dinondation-ponctuelle,Canton de Genève,45.75,30.0,10.0,75.0,100.0,genève,"coworking, public_space, urban_planning","API, SERVICE, WFS",False,"Le cadastre des événements d'inondation représente un historique non-exhaustif des évènements d'inondation du canton de Genève, dans l'état des connaissances et de recherches actuelles. Il est constit"
95,Cadastre des événements d'inondation étendue,https://opendata.swiss/en/dataset/cadastre-des-evenements-dinondation-etendue1,Canton de Genève,45.75,30.0,10.0,75.0,100.0,genève,"coworking, public_space, urban_planning","API, SERVICE, WFS",False,"Le cadastre des événements d'inondation représente un historique non-exhaustif des évènements d'inondation du canton de Genève, dans l'état des connaissances et de recherches actuelles. Il est constit"
96,Répertoire ISIL Suisse,https://opendata.swiss/en/dataset/schweizer-isil-verzeichnis,Bibliothèque nationale suisse BN,45.75,30.0,10.0,75.0,100.0,le centre,"coworking, public_space, tourism_heritage","CSV, PDF",False,"Pour les institutions patrimoniales (bibliothèques, archives, centres de documentation et musées) de Suisse et de la Principauté du Liechtenstein, la Bibliothèque nationale suisse (BN) gère le centre "
